id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
3711,misguid,misguided,0,0,0,0,0,0,1,0,0,0,1,2
3712,Facial,facial,0,2,0,0,0,0,0,0,0,0,0,2
3713,te,vehicle vehicles,0,1,0,0,0,0,0,0,0,0,1,2
3714,Denot,denotes denote,1,2,1,0,1,0,0,0,3,2,8,18
3715,similarli,similarly,2,0,0,0,0,0,0,0,0,0,2,4
3716,Reson,resonated resonate,0,0,0,0,0,0,0,0,0,0,2,2
3717,calmli,calmly,0,2,6,0,0,0,0,0,0,0,2,10
3718,despredecir,unpredictability unpredictable,1,0,0,2,0,0,0,6,0,1,1,11
3719,gullibl,gullibility gullible,0,0,0,0,0,0,0,0,0,0,2,2
3720,Parodi,parody,0,0,0,0,0,0,0,0,0,0,1,1
3721,merrili,merrily,0,2,0,0,0,0,0,0,0,0,1,3
3722,sickli,sickly,0,0,0,1,7,2,0,0,0,1,0,11
3723,enfermeria,nursing nurses nurse,0,0,1,0,0,0,0,0,0,0,2,3
3724,Impedir,disallows disallowing disallowed,0,0,0,0,0,0,0,0,0,0,1,1
3725,Dominio,domains domain,0,0,0,0,0,0,0,0,0,0,1,1
3726,Minu,minus,0,0,0,0,0,0,0,0,2,5,1,8
3727,distanc,distances distancing distance distanced,0,0,0,0,0,0,0,0,0,0,2,2
3728,Institución,institutionalized,1,0,0,0,0,0,0,1,0,0,0,2
3729,dissatisfi,dissatisfied,0,0,0,0,1,0,0,0,0,0,0,1
3730,Menor,slightest,0,1,0,1,2,0,0,1,2,5,4,16
3731,semblanc,semblance,0,0,0,0,0,0,0,0,0,0,1,1
3732,perpetr,perpetrated perpetrator perpetrators perpetration,1,0,0,0,0,0,0,0,0,0,2,3
3733,Conker,conkers,0,0,0,0,0,0,0,0,0,0,2,2
3734,Qi,qi,0,1,0,0,0,0,0,0,0,0,2,3
3735,Corriente,mainstream,0,0,0,0,0,0,0,0,0,0,1,1
3736,Aventura,flinging,0,0,0,0,0,0,0,0,0,0,1,1
3737,Ladrón,crooks crook crooked,0,0,0,0,0,1,0,0,0,0,0,1
3738,Más barato,cheapest,0,0,0,0,0,0,0,0,0,0,1,1
3739,fiddl,fiddle fiddling,0,1,0,0,0,0,0,0,0,0,1,2
3740,Goo,goo,0,0,0,0,0,0,0,0,0,0,2,2
3741,Botch,botching botched botch,0,0,0,0,1,0,0,0,0,0,2,3
3742,apostar,staked staking stake stakes,0,0,0,0,0,0,0,0,0,0,1,1
3743,Cambiador,changer,0,2,0,0,0,0,0,0,0,0,0,2
3744,incid,incidents incident incidence,0,0,0,2,0,0,0,0,0,0,0,2
3745,fixabl,fixable,0,1,0,0,0,0,0,0,0,0,1,2
3746,Llama,flaming flames flame,0,0,0,0,0,0,0,0,0,0,1,1
3747,Iter,iterative iteration iterations,0,1,0,0,0,0,1,0,0,0,0,2
3748,discoveri,discoveries discovery,0,0,0,0,0,0,0,0,0,0,2,2
3749,Digerir,digest digesting,0,0,1,0,0,0,0,0,0,0,0,1
3750,Desinterés,disinterested disinterest,1,1,0,0,0,0,0,0,0,0,0,2
3751,Cola,tails tail,0,0,0,0,0,1,0,0,0,0,1,2
3752,fraudul,fraudulent,0,0,0,0,0,0,1,0,0,0,0,1
3753,Tesoro,treasury,0,0,7,0,0,0,0,0,0,0,1,8
3754,Engaño,deceit deceitful,1,0,0,0,1,0,0,0,0,0,0,2
3755,imperc,unforced,0,1,0,1,0,0,0,0,0,0,1,3
3756,Carro,bandwagons bandwagon,1,0,0,0,0,0,0,0,0,0,0,1
3757,Resistir,resist resistant resisters resists resistance resisted resisting,4,0,0,0,0,0,0,0,0,0,4,8
3758,Sonrisa,smile smiling,0,12,0,0,0,0,0,0,0,0,0,12
3759,Salto,leap leaping leaped,0,0,0,0,0,0,0,0,0,0,1,1
3760,spooki,spooky,0,0,0,0,0,0,0,0,0,0,1,1
3761,Calvo,bald,0,0,0,0,0,0,0,0,0,0,1,1
3762,Antemano,beforehand,0,0,0,0,0,0,0,0,0,0,2,2
3763,Paja,straws straw,0,0,0,0,0,0,0,0,0,0,1,1
3764,Nick,nick,0,1,0,0,1,0,0,0,0,0,1,3
3765,Desvergonzado,shameless,0,0,0,0,0,0,1,0,0,0,0,1
3766,bullshitt,bullshitter,0,0,0,1,0,0,0,0,0,0,1,2
3767,Manada,herding herd,1,0,0,0,0,0,0,0,0,0,1,2
3768,Tweet,tweet tweets tweeted,0,0,0,0,0,1,0,0,0,0,0,1
3769,Profundo,profound,0,0,1,1,0,0,0,1,0,0,0,3
3770,desafilado,blunted blunt,0,1,0,0,0,0,0,0,0,0,1,2
3771,Aspirina,aspirin,0,0,2,2,1,1,0,0,4,1,7,18
3772,Sonrisa burlona,sneering sneers sneer,0,0,0,0,0,0,1,0,0,0,2,3
3773,Reinvertir,reinvest reinvesting,1,1,1,0,0,0,0,0,0,0,0,3
3774,Sacr,sacred,0,1,0,0,0,0,0,0,0,0,0,1
3775,insuffici,insufficiently insufficient,0,0,0,0,1,0,0,0,0,0,0,1
3776,Campana,chime,0,0,0,0,0,0,0,0,0,0,1,1
3777,Rescate,bailout bailouts,0,0,0,0,0,0,0,0,0,0,1,1
3778,Allus,allusion,0,0,0,0,0,0,0,1,0,0,1,2
3779,infrcov,undercover,1,0,0,2,0,0,0,0,0,0,0,3
3780,Rodilla,knees knee,1,0,0,0,0,0,0,0,0,0,2,3
3781,Consecuencias,aftermath,1,0,0,0,0,0,1,2,0,0,1,5
3782,Engañar,cheats cheating cheated cheat,0,0,0,0,1,0,1,0,0,0,1,3
3783,rango,rank rankings ranked ranks ranking,0,0,0,0,0,0,0,0,0,0,2,2
3784,Cantar,sing singing sings,0,1,0,0,0,0,0,0,0,0,0,1
3785,COMEDI,comedy,0,1,0,0,0,0,0,0,0,0,0,1
3786,Estafa,scams scam scammed,0,0,0,0,0,0,0,0,0,0,2,2
3787,error tipográfico,typo,0,0,0,0,0,0,0,0,0,0,3,3
3788,Pierna,legs leg,0,0,0,0,0,0,0,0,0,0,2,2
3789,mutat,mutated mutations,0,1,0,2,0,0,0,0,0,0,1,4
3790,hurdl,hurdles hurdle,0,0,0,0,0,0,0,0,0,0,3,3
3791,STAPL,staple,0,0,0,0,0,0,0,0,0,0,1,1
3792,Puso,laid,0,0,0,0,0,0,0,0,0,0,2,2
3793,envis,envision envisioned,4,0,0,0,0,0,0,2,0,0,2,8
3794,Detractor,detractors,0,0,0,0,1,0,0,0,0,0,3,4
3795,intens,intensively intense intensive intensely intensity,0,0,0,0,0,0,0,0,0,0,1,1
3796,hustl,hustle hustling,0,0,0,0,0,0,1,0,0,0,0,1
3797,disillus,disillusioned,0,1,0,0,0,0,0,0,0,0,0,1
3798,Especialista,specialist specialists,0,0,10,0,0,0,0,0,0,0,2,12
3799,EPID,episodes episode,4,2,0,0,1,0,0,1,0,1,2,11
3800,bounc,bounce bounces bounced,0,0,0,0,2,0,0,0,0,0,1,3
3801,troublesom,troublesome,0,0,0,0,0,0,1,0,0,0,1,2
3802,esbelto,leanings leaned leaning leans lean,1,1,0,0,1,0,1,0,0,0,5,9
3803,Tipo,blokes bloke,0,0,0,0,0,0,0,0,0,0,2,2
3804,Fieri,fiery,0,0,0,0,1,0,2,0,0,0,1,4
3805,exagger,exaggerate exaggerated exaggerations exaggeration exaggerating,1,0,0,0,0,1,1,2,0,0,0,5
3806,outinsensible,outnumbers outnumbered outnumber,0,0,0,0,0,0,0,0,0,0,2,2
3807,etymolog,etymological,0,0,0,0,0,0,0,0,0,0,1,1
3808,Deriva,drifted drifting drift,0,0,0,0,0,0,0,0,0,0,2,2
3809,Lanza,spearhead spearheaded,1,0,0,0,0,0,0,0,0,0,0,1
3810,Junior,junior,0,2,0,0,0,0,0,0,2,1,5,10
3811,disciplina,discipline disciplines disciplined,0,0,0,0,0,0,0,0,0,0,1,1
3812,interesingli,interestingly,0,1,0,0,0,0,0,0,0,0,1,2
3813,Empeorar,worsened worsen worsens worsening,0,0,0,0,0,0,0,0,0,0,1,1
3814,profici,proficiency proficient,0,1,1,0,0,0,0,0,0,0,0,2
3815,Cepa,strained straining strain strains,1,0,1,5,3,0,0,0,0,0,2,12
3816,Discutible,moot,1,0,0,0,0,0,0,0,0,0,1,2
3817,weekli,weekly,0,0,0,0,0,0,0,0,0,0,2,2
3818,Limbo,limbo,0,0,0,0,0,0,0,0,0,0,1,1
3819,dictori,dictatorial,0,0,0,1,0,0,0,0,0,0,0,1
3820,Flota,fleets fleeting fleet,0,1,1,0,0,0,0,0,0,0,0,2
3821,shortli,shortly,0,0,0,0,0,0,0,0,0,0,3,3
3822,Angl,angled angles angling angle,0,0,2,0,0,0,0,0,0,0,7,9
3823,Asustar,frighten frightens frightening frightened,0,0,0,1,0,0,0,0,0,0,0,1
3824,Opresor,oppressors,1,0,0,0,1,0,0,0,0,0,0,2
3825,Comisió,commies commie,0,0,1,2,0,1,1,0,0,0,0,5
3826,enclav,enclaves enclave,0,1,1,0,0,0,0,0,0,0,2,4
3827,Desfallecer,falter faltering,0,0,0,0,1,0,0,0,0,0,0,1
3828,Helada,frost,0,0,0,0,0,0,0,0,0,0,1,1
3829,scientif,scientifically scientific,0,0,0,0,0,0,1,0,0,0,1,2
3830,Decenas,tense,0,1,0,2,0,0,0,0,0,0,0,3
3831,stagnat,stagnate stagnates stagnating stagnation stagnated,0,1,0,2,0,0,0,0,0,0,1,4
3832,Milla,mile miles,0,0,0,0,0,0,0,0,0,0,2,2
3833,queev,whichever,0,0,0,0,0,0,0,0,0,0,2,2
3834,Rumores,hearsay,1,0,0,0,0,0,1,1,0,0,2,5
3835,licens,licensed licensing license licenses,0,0,0,0,0,0,0,0,0,0,1,1
3836,anular la confirmación,unconfirmed,0,1,0,0,1,0,0,0,0,0,0,2
3837,Topo,moles,0,0,0,0,0,0,0,0,0,0,2,2
3838,Maldito,darn,0,0,0,0,2,0,0,0,0,0,2,4
3839,Bilis,bile,0,1,0,0,0,1,0,0,0,0,1,3
3840,Guid,guiding guided guide guides,2,0,7,1,0,0,0,0,0,0,1,11
3841,Ciego,blinding blind blindness blinded,0,1,0,0,0,0,0,0,0,0,1,2
3842,Len,lens,1,0,0,0,0,0,0,0,0,0,0,1
3843,Viabil,viability,0,2,0,0,0,0,0,0,0,0,6,8
3844,Pub,pub pubs,0,0,0,0,1,0,0,0,0,0,2,3
3845,illitro,illiterates illiterate,1,1,0,0,1,0,0,0,0,0,0,3
3846,Raza,breed breeding breeds,0,1,0,0,0,0,0,0,0,0,4,5
3847,disingenu,disingenuous,0,0,0,0,0,1,0,0,0,0,0,1
3848,defenc,defence defences,1,1,0,0,0,0,0,0,0,0,0,2
3849,degrad,degrades degrade degradation degrading degraded,0,0,0,0,0,0,1,0,0,0,1,2
3850,Mon,graduating graduated graduate graduates graduation,0,2,0,0,0,0,0,0,0,0,2,4
3851,socio,socio,0,1,0,0,0,1,0,0,0,0,2,4
3852,Crisis,meltdown,0,3,0,1,0,0,1,0,0,0,3,8
3853,Vista,standpoint standpoints,0,0,0,0,0,0,0,0,0,0,1,1
3854,compulsori,compulsory,0,0,0,0,0,0,0,0,0,0,2,2
3855,Asma,asthma,0,0,0,0,0,0,0,0,0,0,3,3
3856,fifti,fifties fifty,0,1,0,0,0,0,0,0,0,0,1,2
3857,Gráfico,charts chart,1,0,0,0,0,0,0,0,0,0,1,2
3858,eyebal,eyeballs eyeball,0,2,0,0,0,0,0,0,0,0,0,2
3859,Drástico,drastically drastic,0,0,0,0,0,0,0,0,0,0,1,1
3860,Izquierda,leftists leftist,0,0,0,0,0,0,0,0,0,0,1,1
3861,carnag,carnage,0,0,0,0,0,0,0,0,0,0,2,2
3862,Induc,inducing induce induced induces,0,2,0,0,0,1,0,0,0,0,2,5
3863,Downgrad,downgrading downgrades downgrade downgraded,0,1,0,0,1,0,1,0,0,0,6,9
3864,unquestioningli,unquestioningly,0,0,0,0,0,0,0,0,0,0,1,1
3865,categor,categorize categorical categorically,1,1,1,0,1,0,0,0,1,0,5,10
3866,Sostienen,contenders contending contender,0,1,0,0,0,0,0,0,0,0,0,1
3867,Rehacer,redoing redo,0,1,0,0,0,0,0,0,0,0,2,3
3868,anular la importación,unimportant,0,0,0,0,8,0,0,0,0,1,1,10
3869,pointedli,pointedly,0,2,0,1,1,1,0,0,3,0,3,11
3870,vilifi,vilify vilified vilifying,0,0,1,1,0,0,0,0,0,0,0,2
3871,Jock,jock jocks,0,1,0,0,0,0,0,0,0,0,0,1
3872,Telégrafo,telegraph,0,0,0,0,0,0,0,0,0,0,1,1
3873,simplif,simplification simplifications,1,2,0,0,0,0,0,1,2,3,6,15
3874,decenc,decency,0,0,0,0,0,0,0,0,0,0,1,1
3875,Juegos,affiliate affiliation affiliated,0,0,0,1,0,0,0,0,0,0,2,3
3876,sickeningli,sickeningly,0,0,0,0,1,0,0,0,0,0,0,1
3877,Autoritario,authoritarian authoritarianism authoritarians,0,0,0,0,0,0,0,0,0,0,2,2
3878,Inhibir,inhibit inhibited inhibits,0,0,0,0,0,0,0,0,0,0,1,1
3879,inexperienc,inexperienced,1,0,0,0,0,0,1,0,0,0,0,2
3880,Totalitario,totalitarian totalitarianism totalitarians,0,0,0,0,1,0,0,0,0,0,1,2
3881,incomodidad,uncomfortable,0,0,0,1,0,0,0,0,0,0,0,1
3882,perder,unfounded,0,0,0,0,1,0,0,0,0,0,0,1
3883,vandalis,vandalise,0,0,0,0,0,1,1,0,0,0,1,3
3884,descontar,uncounted,0,1,0,0,0,0,0,0,0,0,0,1
3885,profan,profanity profanities,0,0,0,0,1,1,0,0,0,0,1,3
3886,declaraciones,depose,0,0,0,0,1,0,0,0,0,0,2,3
3887,Imaginari,imaginary,1,1,1,0,0,0,0,2,0,0,0,5
3888,Mirada,staring stares,0,1,0,1,0,0,0,0,0,0,1,3
3889,disbeliev,disbelieve,0,0,0,1,1,1,1,0,0,0,0,4
3890,retictantli,reluctantly,1,0,1,2,1,5,1,0,0,0,1,12
3891,Ausente,absent,0,1,0,0,0,0,0,0,0,0,1,2
3892,Coca Cola,cola,0,0,0,0,0,0,0,0,0,0,1,1
3893,Comediante,comedian comedians,0,2,0,0,0,0,0,0,0,0,0,2
3894,Goon,goon goons,0,0,0,1,0,0,0,0,0,0,0,1
3895,Laicos,laymen,0,0,0,0,0,0,0,0,0,0,2,2
3896,Mientras,whilst,0,0,0,0,0,1,0,1,0,0,3,5
3897,Cultivo,cropping crop crops cropped,0,2,1,0,1,0,0,0,0,0,1,5
3898,Apriete,tighten tightening tightened,0,0,0,0,0,0,0,0,0,0,1,1
3899,Choque,clashes clashing clash,0,0,0,0,0,0,0,0,0,0,2,2
3900,Downbeat,downbeat,0,0,0,0,0,0,0,0,0,0,2,2
3901,Swoop,swoop swooped,0,0,0,0,1,0,0,0,0,0,0,1
3902,Angustia,anguish,0,0,0,0,1,0,0,0,0,0,1,2
3903,Premiership,premiership,0,1,0,0,0,0,0,0,0,0,2,3
3904,implicitli,implicitly,1,0,0,0,0,0,0,0,0,0,0,1
3905,Medio,midst,0,0,0,0,0,0,0,0,0,0,2,2
3906,Llevaba,wore,0,0,0,0,0,0,0,0,0,0,1,1
3907,Frontera,frontier frontiers,0,0,0,0,0,0,1,0,0,0,0,1
3908,Reescrito,rewritten,0,0,0,0,0,0,0,1,0,0,0,1
3909,subdu,subduing subdued,0,0,0,0,0,0,0,1,0,0,2,3
3910,CÁSICA,chalice,0,0,0,0,0,0,1,0,0,0,1,2
3911,Intestino,gut guts gutted,0,0,0,1,1,1,0,0,0,0,0,3
3912,unachiev,unachievable,0,0,1,1,6,0,0,1,0,0,2,11
3913,statutori,statutory,0,0,0,0,0,0,0,0,0,0,1,1
3914,scrutinis,scrutinises scrutinised scrutinise,2,0,1,0,0,1,1,0,0,0,0,5
3915,Revis,revising revisions revision revise revised,0,0,0,0,0,0,0,0,0,0,1,1
3916,deadlin,deadlines deadline,0,0,0,1,1,0,0,0,0,0,1,3
3917,whomev,whomever,0,0,0,0,0,1,0,1,0,0,3,5
3918,Imped,impedes impede impeded,0,0,0,0,0,0,0,0,0,0,1,1
3919,Respeto,disrespect disrespectful disrespectfully disrespecting,0,0,0,0,0,0,0,1,0,0,0,1
3920,Speedi,speedy,0,0,0,1,0,0,0,0,0,0,1,2
3921,dawdl,dawdle dawdling,1,0,1,0,0,1,0,0,0,0,0,3
3922,fudg,fudges fudged fudge,0,0,0,0,0,0,0,0,0,0,1,1
3923,rabidli,rabidly,0,0,0,0,0,0,0,0,0,0,1,1
3924,Salti,salty,0,0,0,1,1,8,0,0,1,2,5,18
3925,Ansioso,eager,0,1,0,0,0,0,0,0,0,0,3,4
3926,Expulsar,eject ejected,0,0,0,0,0,0,0,0,0,0,1,1
3927,Cobertizo,shed,0,0,0,0,0,0,0,0,0,0,1,1
3928,bewar,beware,0,0,0,1,0,0,0,0,0,0,2,3
3929,UPSID,upside upsides,0,0,0,0,0,0,0,0,0,0,2,2
3930,witti,witty,0,0,0,0,0,0,0,0,0,0,1,1
3931,Bromas,banter,0,3,0,0,0,0,0,0,0,0,0,3
3932,attir,attire,0,0,0,0,0,0,0,0,0,0,3,3
3933,Revelar,reveals revealing reveal revealed,0,1,0,0,0,0,0,0,0,0,0,1
3934,Debajo,underneath,0,0,0,0,0,0,0,0,0,0,1,1
3935,Metal,metal metals,0,0,0,0,0,0,0,0,0,0,8,8
3936,Despiadado,ruthless,0,0,0,0,0,0,0,0,0,0,2,2
3937,Olvidado,forgotten,0,0,0,0,1,1,0,0,0,0,0,2
3938,Desviar,deflection deflecting deflect deflected,0,0,0,0,0,0,0,0,0,0,3,3
3939,Rápido,rapid,1,1,1,0,0,0,0,0,0,0,0,3
3940,satisface,satisfaction,0,2,0,0,0,0,0,0,0,0,0,2
3941,giro,spin spinning spins,0,0,0,0,0,0,0,2,0,0,0,2
3942,Siesta,nap,0,0,0,0,0,0,0,0,0,0,2,2
3943,Peg,peg pegging pegged,1,0,0,0,0,0,0,0,0,0,1,2
3944,Render,renders rendered rendering render,0,0,0,0,0,0,0,0,0,0,2,2
3945,penalis,penalising penalise,0,0,0,0,0,0,1,0,0,0,0,1
3946,elegantli,elegantly,0,0,0,0,0,0,0,0,0,0,1,1
3947,depreci,depreciate,0,0,0,0,1,0,0,0,0,0,1,2
3948,Emú,emu,0,0,0,0,0,0,0,0,0,0,2,2
3949,mortgag,mortgage mortgages,0,0,0,0,1,0,0,0,0,0,2,3
3950,Obstaculizar,hinders hindering hindered hinder,0,0,0,0,0,0,0,0,0,0,3,3
3951,tightli,tightly,0,0,0,0,0,0,0,0,0,0,1,1
3952,Jaguar,jaguars jaguar,0,1,0,5,0,0,0,2,0,0,2,10
3953,Carta,letters letter,0,0,0,0,0,0,0,0,0,0,3,3
3954,barra oblicua,slashing slash slashed slashes,1,0,0,3,2,0,0,0,1,1,1,9
3955,Muñeca,wrists wrist,0,1,0,0,0,0,0,0,0,0,2,3
3956,Gritar,scream screams screamed screaming,0,0,0,0,0,0,0,0,0,0,2,2
3957,Decoro,decorum,1,0,0,0,0,0,0,0,0,0,2,3
3958,Veer,veering veered,0,1,0,1,0,0,0,1,0,0,0,3
3959,goofi,goofiness,0,3,0,0,0,0,0,0,0,0,0,3
3960,Cun,cunning,0,0,1,1,0,0,0,0,0,0,0,2
3961,Recreat,recreate recreational,0,0,0,0,0,0,0,0,0,0,1,1
3962,Interrumpir,disruptions disruptive disrupts disrupter disruption disrupt disrupted disrupting,0,0,0,0,0,0,0,0,0,0,2,2
3963,Tormenta,storm storms,0,0,0,0,1,0,0,0,0,0,1,2
3964,Crudo,raw,0,0,0,0,1,0,0,0,0,0,2,3
3965,Berat,berate berating,0,0,0,0,0,0,0,0,0,0,1,1
3966,Dirigir,steer steering steers steered,0,0,1,0,0,0,0,0,0,0,1,2
3967,Prosperar,thrived thrives thrive thriving,0,0,0,0,0,0,0,0,0,0,1,1
3968,unfairli,unfairly,0,0,0,0,0,0,0,0,0,0,1,1
3969,Oso,bearing bears bear,1,0,0,0,0,0,0,0,0,0,1,2
3970,unten,untenable,0,0,0,0,0,0,0,0,0,0,2,2
3971,Fianza,bailed bails bail bailing,0,0,0,0,0,0,0,0,0,0,2,2
3972,Depósito,deposit deposits,0,0,0,0,0,0,0,0,0,0,2,2
3973,Generalis,generalises generalise generalising generalisations generalisation,0,0,0,0,0,0,0,0,0,0,1,1
3974,Estación,stations stationed station,0,0,0,0,0,0,1,0,0,0,1,2
3975,grumpi,grumpy,0,0,0,0,1,0,1,0,0,0,0,2
3976,Abuelo,grandpa,0,5,1,0,0,0,0,0,0,0,1,7
3977,Desconocida,unheard,0,0,0,0,0,0,0,0,0,0,1,1
3978,Tentar,tempted tempt tempting,0,0,0,0,0,0,0,2,0,0,0,2
3979,Presumir,boasts boasted boast boasting,0,0,0,0,0,1,0,0,0,0,1,2
3980,Matrícula,tuition tuitions,1,1,1,1,0,0,0,0,2,2,3,11
3981,Sastre,tailor tailored tailoring,0,0,0,0,0,0,0,0,0,0,2,2
3982,bundl,bundled bundle,0,2,0,0,0,0,0,1,0,0,7,10
3983,cremat,cremated,0,0,0,1,1,0,0,0,0,0,1,3
3984,Polvo,dusted dusting dust,1,0,0,0,1,0,0,0,0,0,1,3
3985,SIXTI,sixty sixties,0,0,0,0,0,0,0,0,0,0,2,2
3986,furiou,furious,0,0,0,0,0,0,0,0,0,0,1,1
3987,Curar,healed heals heal healing,0,2,0,0,0,0,0,0,0,0,1,3
3988,Agenc,agencies agency,0,1,1,0,0,0,0,0,0,0,0,2
3989,snowflak,snowflakes snowflake,0,0,0,0,0,0,0,0,0,0,1,1
3990,rivalri,rivalry rivalries,0,0,0,0,0,0,0,0,0,0,2,2
3991,Protección,protectionism,0,0,1,0,0,0,0,0,0,0,0,1
3992,supran,supranational,0,1,0,0,0,0,0,0,0,0,1,2
3993,amazingli,amazingly,0,1,0,1,0,0,0,0,0,0,1,3
3994,prescient,prescient,1,1,0,0,0,0,0,0,0,0,2,4
3995,fierc,fierce fiercely,0,0,0,1,0,0,2,0,0,0,0,3
3996,goodwil,goodwill,0,5,0,0,0,0,0,0,0,0,0,5
3997,Puesto,stalled stalls stalling stall,0,0,0,0,0,0,0,0,0,0,1,1
3998,Avert,averted avert,0,0,0,0,0,0,0,0,0,0,1,1
3999,pursu'd,pursues pursued pursuing pursue,2,1,2,0,0,0,0,0,0,0,5,10
4000,undersel,underselling,0,0,0,0,1,0,0,0,0,0,0,1
4001,Jardín,gardening garden gardener gardens,1,2,0,0,0,0,0,0,0,0,0,3
4002,preconcepto,preconceptions,0,0,0,0,1,0,0,0,0,0,0,1
4003,proprieti,propriety,0,1,0,0,0,0,0,0,0,0,2,3
4004,Correo electrónico,emails email emailed,0,0,0,0,0,0,0,0,0,0,2,2
4005,Apogeo,heyday,0,0,0,0,0,0,0,0,0,0,2,2
4006,genr,genre,0,0,0,0,0,0,0,0,0,0,1,1
4007,Ordenó,bade,0,0,2,0,0,0,0,0,0,0,1,3
4008,Polar,polar polarity polarized polarizing polarization polarize,0,0,0,0,0,0,0,0,0,0,1,1
4009,ABOD,abode,1,1,0,0,0,0,0,0,0,0,7,9
4010,enquiri,enquiries enquiry,0,0,0,0,0,0,0,0,0,0,1,1
4011,embassi,embassy embassies,0,0,0,0,1,0,0,0,0,0,0,1
4012,Cónsul,consulates,0,0,0,0,0,0,0,0,0,0,1,1
4013,Tarifa,fare faring fares fared,0,1,1,0,1,0,0,1,0,0,0,4
4014,Pantano,swamping swamp swamped,0,0,0,0,0,0,0,0,0,0,1,1
4015,Derog,derogation derogative,0,0,0,0,0,0,0,0,0,0,2,2
4016,Troyano,trojan,0,0,0,0,0,0,0,0,0,0,2,2
4017,factible BL,feasible,0,0,0,0,0,0,0,0,0,0,1,1
4018,Lotu,lotus,0,0,0,0,0,0,0,0,0,0,1,1
4019,errat,erratic,0,0,0,1,0,0,0,0,0,0,2,3
4020,Barg,barges barge,0,1,0,0,0,0,0,1,0,0,2,4
4021,,,0,1,0,1,1,3,1,0,0,1,3,11
4022,yuxtaposit,juxtaposition,0,0,0,0,0,0,0,0,0,0,1,1
4023,temporizador,timers,3,1,0,0,0,0,0,5,1,1,6,17
4024,Cadena,chained chains chain,0,0,0,5,4,0,0,2,1,3,2,17
4025,Pelea,bouts bout,0,1,0,1,0,1,2,0,0,0,0,5
4026,Prisión,prison prisons prisoners prisoner,0,0,0,0,0,1,0,0,0,0,1,2
4027,Inmat,inmates,0,0,0,0,1,0,1,0,0,0,0,2
4028,Crise,crises,0,0,0,1,0,0,0,0,0,0,1,2
4029,Pariti,parity,0,1,1,0,0,0,0,0,0,0,1,3
4030,MATUR,mature maturity,0,1,0,0,0,0,0,0,0,0,1,2
4031,imperdonv,unforgivable,0,0,0,0,1,0,0,0,0,0,0,1
4032,Lynch,lynching lynched lynch,1,0,0,4,0,1,4,0,0,0,1,11
4033,Convicto,conviction convicts convict convicted convictions,0,0,0,0,1,0,0,0,0,0,1,2
4034,Legión,legions legion,0,0,0,4,0,0,0,0,0,1,3,8
4035,verbiag,verbiage,0,0,0,0,0,0,0,0,0,0,2,2
4036,Obstruir,obstructive obstructed obstruct obstructing obstructions obstruction,0,0,0,0,2,0,0,0,0,0,0,2
4037,Quince,fifteen,0,0,0,0,0,0,0,0,0,0,1,1
4038,Esquizofrenia,schizophrenia,0,0,0,0,0,0,0,0,0,0,1,1
4039,bewild,bewildered bewildering,0,0,0,0,0,0,0,0,0,0,1,1
4040,Sunglass,sunglasses,0,0,1,0,0,0,0,0,0,0,2,3
4041,Patán,bumpkins,0,0,0,0,0,0,0,0,0,0,1,1
4042,Prolongar,protracted,0,0,0,0,0,0,1,0,0,0,1,2
4043,Peculiaridad,quirk quirks,0,0,0,0,0,0,0,0,0,0,2,2
4044,disenfranchis,disenfranchisement disenfranchising disenfranchises disenfranchise disenfranchised,0,0,0,0,1,2,1,0,0,0,0,4
4045,Influencia,clouting clout,0,1,0,0,0,0,0,0,0,0,0,1
4046,presenc,presence,1,4,0,0,0,1,0,0,0,0,2,8
4047,Salvaje,wildest,0,1,0,3,0,0,0,4,3,2,2,15
4048,Pragmático,pragmatist pragmatists,0,0,0,0,0,1,0,0,0,0,3,4
4049,ideologu,ideologue ideologues,0,1,0,0,0,0,0,0,0,0,1,2
4050,federalis,federalised federalisation federalise federalising,0,0,0,0,1,0,0,0,0,0,0,1
4051,Titular,holders holder,0,1,0,0,0,0,0,0,0,0,0,1
4052,Cariño,sweetheart sweethearts,0,2,1,0,0,0,0,0,0,0,0,3
4053,Malinterpretar,misunderstandings misunderstand misunderstanding,0,0,0,0,0,0,0,0,0,0,1,1
4054,Taza,mugging mugged mugs,0,0,0,1,0,0,0,0,0,0,0,1
4055,Impetu,impetus,1,0,0,0,0,0,0,0,0,0,2,3
4056,Tenue,dim,0,0,0,0,1,0,0,0,0,0,0,1
4057,jeopard,jeopardize jeopardizing,0,0,1,6,2,0,0,0,0,0,1,10
4058,Piamonte,piedmont,0,0,0,0,0,0,0,0,0,0,2,2
4059,Intachable,blameless,0,0,0,0,0,0,0,1,0,0,1,2
4060,Genio,geniuses,0,1,2,0,0,0,0,0,0,0,0,3
4061,Cartel,placard,1,0,0,0,0,0,0,1,0,0,8,10
4062,Armario,cupboard,0,1,0,0,0,1,0,0,0,0,3,5
4063,hesit,hesitating hesitate hesitant hesitation,0,1,0,0,0,0,0,0,0,0,3,4
4064,Desprecio,scorned scorn scornful,0,1,0,0,0,0,0,0,0,0,0,1
4065,abrazadera,brace,0,0,1,0,0,0,0,0,0,0,0,1
4066,consentimos,conceding conceded concede,0,0,1,0,0,0,0,0,0,0,0,1
4067,Estropeado,spoilt,0,0,0,0,0,0,1,0,0,0,2,3
